ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7904574,0.5536,0.12559163,1.5776973,-4.749392,0.27729358,NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14,"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14"
8160276,0.5536,0.12559458,1.5776845,-4.74941,0.10027082,,
8067602,0.5536,0.12561451,1.5775978,-4.74953,0.09549525,NKAIN4,Na+/K+ transporting ATPase interacting 4
7981290,0.5537,0.1256499,-1.577444,-4.749742,-0.47173194,WARS,tryptophanyl-tRNA synthetase
8096663,0.5539,0.12572834,-1.5771032,-4.750212,-0.29653028,CISD2,CDGSH iron sulfur domain 2
8029914,0.5539,0.12574688,1.5770227,-4.750323,0.11211998,C5AR2,complement component 5a receptor 2
8136095,0.5539,0.12576143,1.5769595,-4.75041,0.21341438,AHCYL2,adenosylhomocysteinase like 2
8176306,0.5539,0.12578503,1.576857,-4.750552,0.07263646,CSF2RA,colony stimulating factor 2 receptor alpha subunit
8092392,0.5539,0.12583165,-1.5766546,-4.750831,-0.42013418,KLHL6,kelch like family member 6
7919047,0.5539,0.12584682,1.5765888,-4.750922,0.04588118,,
8168436,0.5539,0.12585678,1.5765456,-4.750982,0.14188831,,
8128714,0.5539,0.12587323,-1.5764742,-4.75108,-0.27863088,,
8152314,0.5539,0.12588279,1.5764327,-4.751137,0.07279201,RSPO2,R-spondin 2
8115012,0.5539,0.12592725,1.5762398,-4.751403,0.12072948,,
7990943,0.5539,0.12597937,1.5760137,-4.751715,0.19120957,LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P,"golgin subfamily A member 6-like protein 4///golgin A6 family-like 3///golgin A6 family-like 10///golgin A6 family-like 4///golgin A6 family-like 17, pseudogene///golgin A6 family-like 9///golgin A6 family-like 5, pseudogene"
8079588,0.5539,0.12599618,-1.5759408,-4.751815,-0.12171677,,
8110518,0.5539,0.1260031,1.5759108,-4.751857,0.1081233,C5orf60,chromosome 5 open reading frame 60
8088369,0.5539,0.12600856,1.5758872,-4.751889,0.13664311,,
8177038,0.5539,0.12601364,1.5758651,-4.75192,0.05443319,SRY,sex determining region Y
8091696,0.5539,0.12601731,1.5758492,-4.751942,0.11750684,,
7981217,0.5539,0.12603696,1.575764,-4.752059,0.15109761,ATG2B,autophagy related 2B
8084128,0.554,0.12606886,-1.5756257,-4.75225,-0.34208269,TTC14,tetratricopeptide repeat domain 14
7921003,0.5541,0.12611758,1.5754146,-4.752541,0.09247626,C1orf61,chromosome 1 open reading frame 61
8129615,0.5541,0.12614297,1.5753046,-4.752693,0.05862152,TAAR1,trace amine associated receptor 1
8025933,0.5542,0.12617176,1.5751799,-4.752864,0.11160014,ZNF833P,"zinc finger protein 833, pseudogene"
8027770,0.5543,0.12623395,1.5749106,-4.753236,0.12110608,FXYD7,FXYD domain containing ion transport regulator 7
7914525,0.5544,0.12626372,-1.5747818,-4.753413,-0.15930437,MARCKSL1,MARCKS like 1
7918593,0.5544,0.1262931,-1.5746546,-4.753588,-0.33307764,RHOC,ras homolog family member C
8124020,0.5546,0.12638268,-1.574267,-4.754122,-0.23190835,,
8109732,0.5546,0.12639656,-1.574207,-4.754205,-0.1950056,MAT2B,methionine adenosyltransferase 2B
7973403,0.5546,0.12640968,1.5741503,-4.754283,0.07695853,CMTM5,CKLF like MARVEL transmembrane domain containing 5
8023876,0.5546,0.12645167,1.5739687,-4.754533,0.06926755,SMIM21,small integral membrane protein 21
7909422,0.5546,0.12647481,1.5738687,-4.754671,0.11735515,MIR205HG///MIR205///MIR205HG,MIR205 host gene///microRNA 205///MIR205 host gene
7939587,0.5546,0.12648385,1.5738296,-4.754725,0.13875093,DKFZp779M0652,uncharacterized DKFZp779M0652
8141127,0.5546,0.12650433,1.5737411,-4.754847,0.06431709,C7orf76,chromosome 7 open reading frame 76
8090866,0.5546,0.12650475,-1.5737392,-4.754849,-0.21306148,ANAPC13,anaphase promoting complex subunit 13
8034286,0.5546,0.12652593,-1.5736477,-4.754975,-0.09156077,ECSIT,ECSIT signalling integrator
7993872,0.5546,0.1265575,-1.5735113,-4.755163,-0.22735396,UQCRC2,ubiquinol-cytochrome c reductase core protein II
8074880,0.5546,0.12657211,1.5734482,-4.75525,0.08692517,,
8013243,0.5546,0.12660452,-1.5733082,-4.755443,-0.13749716,SHMT1,serine hydroxymethyltransferase 1
7938293,0.5546,0.12662747,-1.5732091,-4.755579,-0.26973016,SNORA3B,"small nucleolar RNA, H/ACA box 3B"
8115730,0.5546,0.12663724,1.5731669,-4.755638,0.09224478,MIR218-2,microRNA 218-2
8059731,0.5546,0.12663755,-1.5731656,-4.755639,-0.26707002,PDE6D///PDE6D,phosphodiesterase 6D///phosphodiesterase 6D
7981078,0.5546,0.12666626,1.5730416,-4.75581,0.1559412,SERPINA11,serpin family A member 11
8136967,0.5546,0.12667025,1.5730244,-4.755834,0.08663733,OR2A5,olfactory receptor family 2 subfamily A member 5
7928444,0.5546,0.12667716,-1.5729946,-4.755875,-0.33064488,VCL,vinculin
8021187,0.5548,0.12675689,-1.5726504,-4.756349,-0.17936023,SKA1,spindle and kinetochore associated complex subunit 1
8151207,0.555,0.12681064,1.5724186,-4.756668,0.04233328,,
8038515,0.555,0.12683821,-1.5722997,-4.756831,-0.12359873,VRK3,vaccinia related kinase 3
7978801,0.555,0.12686281,1.5721936,-4.756977,0.21562741,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
8161000,0.555,0.12686419,1.5721876,-4.756985,0.17726499,,
8073924,0.555,0.12689562,1.5720522,-4.757172,0.1106432,,
8069790,0.5551,0.12693701,1.5718737,-4.757417,0.06920858,CLDN17,claudin 17
7959080,0.5551,0.12696184,-1.5717667,-4.757565,-0.23410198,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
7915827,0.5553,0.12703278,-1.5714611,-4.757985,-0.20111293,LRRC41,leucine rich repeat containing 41
8088915,0.5553,0.12703534,-1.5714501,-4.758,-0.80645004,,
8126674,0.5553,0.12706074,1.5713407,-4.758151,0.08004633,TCTE1,t-complex-associated-testis-expressed 1
8081941,0.5553,0.12708546,1.5712342,-4.758297,0.16753841,,
8023061,0.5553,0.12708945,-1.5712171,-4.758321,-0.14107331,,
7948864,0.5556,0.12726173,1.5704757,-4.75934,0.24561401,STX5,syntaxin 5
8109486,0.5556,0.12726497,1.5704618,-4.759359,0.20810848,,
7917120,0.5556,0.12728811,-1.5703623,-4.759496,-0.1695668,USP33,ubiquitin specific peptidase 33
7948904,0.5556,0.12730632,1.570284,-4.759604,0.47633069,SNORD28,"small nucleolar RNA, C/D box 28"
8027862,0.5556,0.12734161,1.5701323,-4.759812,0.08443787,FFAR2,free fatty acid receptor 2
7993478,0.5556,0.12737622,-1.5699835,-4.760017,-0.21522948,ABCC1,ATP binding cassette subfamily C member 1
7940259,0.5556,0.12737924,1.5699705,-4.760035,0.04610394,MS4A14///MS4A7,membrane spanning 4-domains A14///membrane spanning 4-domains A7
8040576,0.5556,0.12738831,1.5699316,-4.760088,0.0682015,,
7980296,0.5556,0.12739724,-1.5698932,-4.760141,-0.26699058,TMED10,transmembrane p24 trafficking protein 10
8083071,0.5556,0.12739921,1.5698848,-4.760153,0.10076233,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4
8095297,0.5556,0.12741892,1.5698,-4.760269,0.03567759,,
8152626,0.5556,0.12742289,1.569783,-4.760293,0.44348875,,
7953303,0.5556,0.12743155,1.5697458,-4.760344,0.08799174,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6
7970317,0.5557,0.12746759,-1.569591,-4.760556,-0.17027044,TFDP1,transcription factor Dp-1
8015173,0.5561,0.127583,1.5690955,-4.761237,0.0624232,KRTAP3-1,keratin associated protein 3-1
8064557,0.5561,0.12761481,-1.5689589,-4.761425,-0.20715079,PCED1A,PC-esterase domain containing 1A
8169806,0.5561,0.12762165,1.5689296,-4.761465,0.09929379,,
8005857,0.5561,0.1276296,-1.5688955,-4.761512,-0.15857334,TMEM199///TMEM199,transmembrane protein 199///transmembrane protein 199
8060020,0.5561,0.1276535,1.568793,-4.761653,0.10387644,FLJ43879,FLJ43879 protein
7943345,0.5561,0.12769902,1.5685977,-4.761921,0.40014994,,
7899486,0.5561,0.12771236,1.5685405,-4.762,0.2027269,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
8133366,0.5561,0.12776889,1.5682981,-4.762332,0.08470456,WBSCR28,Williams-Beuren syndrome chromosome region 28
8151054,0.5561,0.12777805,1.5682589,-4.762386,0.10601386,,
8112274,0.5561,0.12778663,1.5682221,-4.762437,0.63524927,ELOVL7,ELOVL fatty acid elongase 7
7999079,0.5561,0.12779663,-1.5681792,-4.762496,-0.37347176,ADCY9,adenylate cyclase 9
8143205,0.5561,0.12779674,1.5681787,-4.762496,0.05379382,,
8002939,0.5561,0.12782315,1.5680656,-4.762652,0.13680062,,
7979663,0.5561,0.12785558,-1.5679266,-4.762843,-0.12589207,RAB15,"RAB15, member RAS oncogene family"
8018849,0.5561,0.12786729,-1.5678765,-4.762911,-0.17638755,TK1,thymidine kinase 1
8022043,0.5561,0.12786795,1.5678736,-4.762915,0.17062578,,
8109969,0.5561,0.12787655,1.5678368,-4.762966,0.08688639,TLX3,T-cell leukemia homeobox 3
7962935,0.5561,0.12792245,-1.5676402,-4.763236,-0.24021178,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
7948141,0.5561,0.12793363,1.5675923,-4.763302,0.09147221,,
8013641,0.5563,0.12802517,-1.5672004,-4.76384,-0.18660308,PIGS,phosphatidylinositol glycan anchor biosynthesis class S
8037962,0.5563,0.12804089,1.5671331,-4.763932,0.10330859,CABP5,calcium binding protein 5
7924445,0.5563,0.128052,1.5670856,-4.763997,0.08053958,C1orf140,uncharacterized LOC400804
8124430,0.5563,0.12805614,-1.5670679,-4.764021,-0.27504791,HIST1H1D,"histone cluster 1, H1d"
8060526,0.5563,0.1280791,1.5669697,-4.764156,0.0937781,,
7947040,0.5564,0.12810876,-1.5668428,-4.76433,-0.18861726,SPTY2D1,SPT2 chromatin protein domain containing 1
7975167,0.5565,0.12815725,-1.5666354,-4.764615,-0.1605861,GPHN,gephyrin
7898209,0.5566,0.12820914,-1.5664136,-4.764919,-0.16635822,,
8131919,0.5567,0.12823444,1.5663054,-4.765068,0.09359044,NPY,neuropeptide Y
7898713,0.557,0.12832429,1.5659215,-4.765594,0.10701765,CELA3B,chymotrypsin like elastase family member 3B
8038670,0.5571,0.12837501,1.5657049,-4.765891,0.10606492,KLK5,kallikrein related peptidase 5
8148955,0.5575,0.12849598,-1.5651885,-4.766599,-0.13696291,C8orf33,chromosome 8 open reading frame 33
8157383,0.5575,0.12850592,1.5651461,-4.766658,0.10873233,COL27A1,collagen type XXVII alpha 1 chain
7998119,0.5577,0.12855993,1.5649157,-4.766973,0.20168968,LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene
7903092,0.5578,0.1286131,1.564689,-4.767284,0.31694591,FNBP1L,formin binding protein 1 like
7939916,0.5582,0.12872874,1.5641961,-4.76796,0.04361569,OR4A16,olfactory receptor family 4 subfamily A member 16
8070328,0.5585,0.1288371,1.5637346,-4.768592,0.1011273,LINC00527,long intergenic non-protein coding RNA 527
8169541,0.5585,0.12884186,-1.5637143,-4.76862,-0.64958305,DOCK11,dedicator of cytokinesis 11
8107353,0.5588,0.12893175,1.5633317,-4.769144,0.19141942,ZRSR1///SRP19,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1///signal recognition particle 19"
8089295,0.5588,0.12894078,1.5632933,-4.769197,0.27361982,,
7973924,0.5589,0.12898537,-1.5631036,-4.769456,-0.26107427,KIAA0391,KIAA0391
8149296,0.559,0.12906048,-1.5627842,-4.769894,-0.27211265,PINX1,"PIN2/TERF1 interacting, telomerase inhibitor 1"
8097415,0.559,0.12907386,1.5627273,-4.769972,0.08335834,,
7920492,0.559,0.12910273,-1.5626046,-4.77014,-0.14044306,C1orf43///C1orf43,chromosome 1 open reading frame 43///chromosome 1 open reading frame 43
8063549,0.559,0.12912589,1.5625061,-4.770274,0.1939321,,
8082075,0.559,0.12914049,-1.5624441,-4.770359,-0.24239039,DTX3L,deltex E3 ubiquitin ligase 3L
8164235,0.559,0.12914411,-1.5624287,-4.77038,-0.18368566,PTRH1,peptidyl-tRNA hydrolase 1 homolog
7941104,0.559,0.12914512,-1.5624244,-4.770386,-0.36982766,ARL2-SNX15///ARL2,ARL2-SNX15 readthrough (NMD candidate)///ADP ribosylation factor like GTPase 2
7946559,0.5591,0.12918154,-1.5622697,-4.770598,-0.22349223,DNAJC25-GNG10///GNG10,DNAJC25-GNG10 readthrough///G protein subunit gamma 10
8165416,0.5591,0.12922204,1.5620977,-4.770834,0.08883627,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
8157454,0.5591,0.12922239,-1.5620962,-4.770836,-0.25675213,ATP6V1G1,ATPase H+ transporting V1 subunit G1
8142882,0.5591,0.12923741,1.5620324,-4.770923,0.06240291,MIR96,microRNA 96
8090664,0.5591,0.12925529,1.5619565,-4.771027,0.17569129,ASTE1,asteroid homolog 1 (Drosophila)
8130470,0.5594,0.12936451,1.5614928,-4.771661,0.14719316,,
7934083,0.5594,0.12939814,1.5613501,-4.771857,0.08340925,NEUROG3,neurogenin 3
8072133,0.5594,0.12940256,1.5613314,-4.771882,0.08882152,TTC28-AS1,TTC28 antisense RNA 1
8075616,0.5595,0.12945035,1.5611287,-4.77216,0.11609693,SYN3,synapsin III
7911720,0.5595,0.12945088,-1.5611264,-4.772163,-0.08802036,PEX10,peroxisomal biogenesis factor 10
7930872,0.5596,0.12950739,1.5608868,-4.772491,0.13121486,NANOS1,nanos C2HC-type zinc finger 1
7922912,0.5596,0.12953658,1.5607631,-4.77266,0.16034235,TPR,"translocated promoter region, nuclear basket protein"
8068044,0.5596,0.12954109,1.560744,-4.772686,0.15073511,,
7964598,0.5596,0.129569,1.5606257,-4.772848,0.14257746,ERVK-19///ERVK-9///ERVK-6///ERVK-4,endogenous retrovirus group K member 19///endogenous retrovirus group K member 9///endogenous retrovirus group K member 6///endogenous retrovirus group K member 4
7982002,0.5597,0.12960575,1.5604699,-4.773061,0.06175232,SNORD116-27,"small nucleolar RNA, C/D box 116-27"
8096459,0.5597,0.12963914,1.5603284,-4.773254,0.05384891,,
8024485,0.5597,0.12965125,1.5602772,-4.773324,0.34649565,GADD45B,growth arrest and DNA damage inducible beta
8069985,0.5598,0.12969025,-1.560112,-4.77355,-0.15300658,SNORA80A,"small nucleolar RNA, H/ACA box 80A"
8068046,0.5599,0.12972541,1.5599631,-4.773754,0.06848108,,
8162352,0.5599,0.12973885,1.5599062,-4.773832,0.25048859,NOL8,nucleolar protein 8
8177068,0.56,0.12980071,1.5596444,-4.77419,0.04526898,,
8126007,0.56,0.129805,1.5596262,-4.774214,0.05523979,PXT1,"peroxisomal, testis specific 1"
8104107,0.56,0.12983398,1.5595036,-4.774382,0.08259554,TRIML2,tripartite motif family like 2
8056728,0.56,0.12984397,-1.5594613,-4.77444,-0.13610118,,
8109999,0.5602,0.12991011,-1.5591816,-4.774822,-0.2173251,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1
7958524,0.5603,0.1299454,1.5590323,-4.775026,0.12236255,MYO1H,myosin IH
8073214,0.5603,0.12998283,1.5588741,-4.775242,0.13975025,TNRC6B,trinucleotide repeat containing 6B
8147172,0.5603,0.12999646,-1.5588165,-4.775321,-0.29268353,CPNE3,copine 3
8002121,0.5603,0.13001152,1.5587529,-4.775408,0.09274444,CTRL,chymotrypsin like
8015242,0.5605,0.13009616,1.5583953,-4.775897,0.10014633,KRTAP4-2,keratin associated protein 4-2
8104599,0.5605,0.13012369,-1.558279,-4.776055,-0.26563789,,
7966229,0.5605,0.13014252,1.5581995,-4.776164,0.14171471,FAM222A-AS1,FAM222A antisense RNA 1
8163666,0.5605,0.13016442,1.558107,-4.77629,0.08703425,LINC00474,long intergenic non-protein coding RNA 474
7920531,0.5605,0.13017161,-1.5580766,-4.776332,-0.23217541,ADAR,"adenosine deaminase, RNA specific"
8136932,0.5606,0.13027511,1.5576398,-4.776928,0.07362688,,
8116479,0.5606,0.13031307,1.5574797,-4.777147,0.09159851,,
8136610,0.5606,0.13031441,1.557474,-4.777155,0.08589142,,
7984213,0.5606,0.13033138,-1.5574025,-4.777252,-0.23887942,,
8011640,0.5606,0.13034063,-1.5573635,-4.777306,-0.1516359,MYBBP1A,MYB binding protein 1a
8176675,0.5606,0.1303642,1.557264,-4.777441,0.04323429,XKRY2///XKRY,"XK related, Y-linked 2///XK related, Y-linked"
8171195,0.5606,0.13038308,1.5571844,-4.77755,0.04720003,,
8068164,0.5606,0.13039529,1.557133,-4.77762,0.04129234,KRTAP20-3,keratin associated protein 20-3
8006850,0.5606,0.13045143,1.5568963,-4.777943,0.15614446,CDK12,cyclin dependent kinase 12
8141669,0.5606,0.13045582,1.5568778,-4.777969,0.07916614,NAT16,N-acetyltransferase 16 (putative)
8081810,0.5606,0.13048055,1.5567736,-4.778111,0.08297075,GAP43,growth associated protein 43
8156112,0.5606,0.13050606,1.5566661,-4.778258,0.11631155,,
8027254,0.5606,0.13050651,1.5566642,-4.77826,0.3752106,ZNF90,zinc finger protein 90
7982792,0.5606,0.13052499,-1.5565864,-4.778366,-0.2343601,RAD51,RAD51 recombinase
8171896,0.5606,0.13053231,1.5565555,-4.778409,0.04292132,CXorf21,chromosome X open reading frame 21
8019851,0.5606,0.13055133,1.5564754,-4.778518,0.09017458,ADCYAP1,adenylate cyclase activating polypeptide 1
7920165,0.5606,0.13056207,1.5564302,-4.77858,0.15145464,FLG,filaggrin
8124967,0.5606,0.13059565,-1.5562888,-4.778773,-0.24629338,BAG6,BCL2 associated athanogene 6
8161839,0.5606,0.1305985,1.5562768,-4.778789,0.31865849,NMRK1,nicotinamide riboside kinase 1
8056611,0.5606,0.13061575,1.5562042,-4.778888,0.66226556,LRP2,LDL receptor related protein 2
8013906,0.5606,0.13063854,-1.5561082,-4.779019,-0.25335703,TWF1,twinfilin actin binding protein 1
8040456,0.5606,0.1306428,1.5560903,-4.779043,0.08509986,MSGN1,mesogenin 1
8066262,0.5606,0.13068893,1.5558961,-4.779308,0.10825485,SNORA71D,"small nucleolar RNA, H/ACA box 71D"
8152115,0.5606,0.13070484,1.5558292,-4.7794,0.08197293,,
8155268,0.5606,0.1307093,-1.5558104,-4.779425,-0.43074197,POLR1E,RNA polymerase I subunit E
8004086,0.5606,0.13072852,1.5557295,-4.779536,0.06602394,USP6,ubiquitin specific peptidase 6
8031973,0.5606,0.13073581,-1.5556988,-4.779578,-0.14906147,CENPBD1P1,CENPB DNA-binding domains containing 1 pseudogene 1
8154572,0.5606,0.13076127,1.5555918,-4.779724,0.23785934,,
8178609,0.5606,0.13078328,-1.5554992,-4.77985,-0.12111044,VARS,valyl-tRNA synthetase
8108163,0.5606,0.13080712,-1.5553989,-4.779987,-0.20749016,C5orf24,chromosome 5 open reading frame 24
8163505,0.5606,0.13081189,1.5553789,-4.780014,0.10496055,HDHD3,haloacid dehalogenase like hydrolase domain containing 3
8008310,0.5606,0.13081811,1.5553527,-4.78005,0.10740494,EME1,essential meiotic structure-specific endonuclease 1
7958011,0.5606,0.13086458,-1.5551573,-4.780316,-0.13614205,,
8069689,0.5606,0.13088076,-1.5550893,-4.780409,-0.88089405,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
7994756,0.5606,0.13091873,-1.5549297,-4.780626,-0.29899894,PPP4C,protein phosphatase 4 catalytic subunit
7910261,0.5606,0.13093892,-1.5548449,-4.780742,-0.09349328,IBA57,"IBA57 homolog, iron-sulfur cluster assembly"
8092224,0.5606,0.13095068,-1.5547955,-4.780809,-0.07844778,,
7934122,0.5606,0.13095149,-1.5547921,-4.780814,-0.19861575,SAR1A,secretion associated Ras related GTPase 1A
8109748,0.5606,0.13095792,1.5547651,-4.780851,0.03524126,,
8133670,0.5606,0.13097564,-1.5546906,-4.780952,-0.12995153,POR,cytochrome p450 oxidoreductase
8072242,0.5606,0.13099136,-1.5546246,-4.781042,-0.16080627,NF2,neurofibromin 2
8004057,0.5606,0.13101062,-1.5545437,-4.781153,-0.21274305,KIF1C,kinesin family member 1C
7904974,0.5606,0.13103373,-1.5544467,-4.781285,-0.20809867,PFN1P2,profilin 1 pseudogene 2
8062569,0.5607,0.13110622,1.5541423,-4.7817,0.14971791,,
8038809,0.5607,0.13114872,1.553964,-4.781943,0.10303644,NKG7,natural killer cell granule protein 7
7974447,0.5607,0.13115013,-1.5539581,-4.781951,-0.18929086,SOCS4,suppressor of cytokine signaling 4
8011293,0.5607,0.13115154,-1.5539521,-4.781959,-0.0990603,CLUH,clustered mitochondria homolog
7929247,0.5607,0.13117173,-1.5538674,-4.782075,-0.30048015,Mar-05,membrane associated ring-CH-type finger 5
7957534,0.5607,0.13118332,1.5538188,-4.782141,0.19909094,,
8122773,0.5609,0.13123058,-1.5536206,-4.782411,-0.28960764,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
8137225,0.5609,0.13125647,-1.553512,-4.782559,-0.10037961,REPIN1,replication initiator 1
8117685,0.5612,0.1313391,1.5531655,-4.783031,0.24304984,ZKSCAN3,zinc finger with KRAB and SCAN domains 3
7966876,0.5612,0.13135816,1.5530857,-4.78314,0.12439214,,
8053073,0.5613,0.1314836,1.5525602,-4.783855,0.11200364,SLC4A5,solute carrier family 4 member 5
8009792,0.5613,0.13150103,1.5524872,-4.783955,0.20057978,,
8146024,0.5613,0.13153302,1.5523533,-4.784137,0.35068312,ADAM32,ADAM metallopeptidase domain 32
8179080,0.5613,0.13153713,1.5523361,-4.784161,0.16721628,HLA-L,"major histocompatibility complex, class I, L (pseudogene)"
8169742,0.5613,0.13155243,-1.552272,-4.784248,-0.14144219,XIAP,X-linked inhibitor of apoptosis
8144687,0.5613,0.13155918,1.5522438,-4.784286,0.04239244,DEFB135,defensin beta 135
8062041,0.5613,0.13156253,-1.5522298,-4.784305,-0.20229379,ACSS2,acyl-CoA synthetase short-chain family member 2
7994187,0.5613,0.13157029,1.5521973,-4.78435,0.19889389,TNRC6A,trinucleotide repeat containing 6A
8073842,0.5613,0.13158897,1.5521191,-4.784456,0.10357034,TTC38,tetratricopeptide repeat domain 38
7977270,0.5613,0.13160302,-1.5520603,-4.784536,-0.56377148,LOC388022,uncharacterized LOC388022
8055682,0.5613,0.13165585,1.5518393,-4.784837,0.06812556,LOC150596,uncharacterized LOC150596
8020086,0.5613,0.13170826,1.5516201,-4.785135,0.26763544,,
7921133,0.5613,0.1317089,-1.5516174,-4.785139,-0.1845587,HDGF,hepatoma-derived growth factor
8139706,0.5613,0.13171229,-1.5516033,-4.785158,-0.10912201,SEC61G,Sec61 translocon gamma subunit
8076668,0.5613,0.13171923,1.5515742,-4.785198,0.11202787,KIAA1644,KIAA1644
8111885,0.5613,0.13172202,1.5515625,-4.785214,0.05974495,,
8140650,0.5613,0.1317337,1.5515137,-4.78528,0.90953082,SEMA3E,semaphorin 3E
7980574,0.5613,0.13174591,1.5514627,-4.78535,0.08032716,,
8096438,0.5613,0.13176178,1.5513963,-4.78544,0.05121821,,
8020702,0.5613,0.13179312,1.5512654,-4.785618,0.37349064,TAF4B,TATA-box binding protein associated factor 4b
8090772,0.5613,0.13181394,-1.5511783,-4.785737,-0.20704038,TOPBP1,topoisomerase (DNA) II binding protein 1
7942267,0.5615,0.13187565,1.5509205,-4.786088,0.13182716,KRTAP5-10,keratin associated protein 5-10
8089596,0.5616,0.13192513,1.5507138,-4.786369,0.412532,CFAP44,cilia and flagella associated protein 44
8133057,0.5617,0.13195993,1.5505685,-4.786566,0.2993084,ZNF138,zinc finger protein 138
8070389,0.5617,0.13197273,-1.5505151,-4.786639,-0.12653625,HMGN1,high mobility group nucleosome binding domain 1
7940749,0.5618,0.13201579,1.5503353,-4.786884,0.0858241,SLC22A9,solute carrier family 22 member 9
8167428,0.5618,0.13203566,1.5502524,-4.786996,0.11388525,,
8034843,0.5621,0.13213465,-1.5498395,-4.787558,-0.18151573,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
7945954,0.5622,0.13219434,1.5495905,-4.787896,0.12008153,,
7982514,0.5622,0.13221582,1.549501,-4.788018,0.2684244,,
8148621,0.5622,0.13224278,1.5493886,-4.788171,0.14582606,RHPN1,rhophilin Rho GTPase binding protein 1
7999841,0.5622,0.1322495,1.5493606,-4.788209,0.13975422,SMG1,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase"
8012475,0.5622,0.13225247,-1.5493482,-4.788226,-0.2943162,MYH10,"myosin, heavy chain 10, non-muscle"
8176006,0.5622,0.13227029,1.549274,-4.788327,0.07668013,TEX28,testis expressed 28
8005749,0.5622,0.13229683,1.5491634,-4.788477,0.06279607,,
8141522,0.5623,0.13233015,1.5490246,-4.788666,0.11344916,C7orf61,chromosome 7 open reading frame 61
7899462,0.5623,0.1323534,-1.5489277,-4.788798,-0.18882148,RCC1///SNHG3///RCC1,regulator of chromosome condensation 1///small nucleolar RNA host gene 3///regulator of chromosome condensation 1
7896798,0.5623,0.13237381,1.5488427,-4.788913,0.08710034,PLEKHN1,pleckstrin homology domain containing N1
8019807,0.5623,0.13239701,-1.5487461,-4.789044,-0.27645605,USP14,ubiquitin specific peptidase 14
8093858,0.5623,0.13240805,-1.5487002,-4.789107,-0.14337623,STK32B,serine/threonine kinase 32B
8122194,0.5627,0.13253791,1.5481597,-4.789841,0.21009112,,
8009631,0.563,0.13261244,1.5478497,-4.790262,0.10741847,GPR142,G protein-coupled receptor 142
7987308,0.5633,0.13273224,1.5473517,-4.790939,0.03968202,,
8045931,0.5633,0.13273387,-1.5473449,-4.790948,-0.07980519,,
7958015,0.5633,0.13276045,1.5472345,-4.791098,0.20263587,,
7998817,0.5634,0.13280079,1.5470669,-4.791325,0.10687433,CEMP1,cementum protein 1
7986922,0.5635,0.1328388,1.546909,-4.79154,0.08358482,GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A,"golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A"
7913380,0.5635,0.13286696,1.5467921,-4.791699,0.24735428,NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14,"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14"
