ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
211358_s_at,0.5579,0.15165,1.473904,-4.80995,0.3500521,CIZ1,CDKN1A interacting zinc finger protein 1
221989_at,0.5579,0.1516931,1.473744,-4.81016,0.5475725,SNORA70///RPL10,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10"
205319_at,0.5579,0.1517022,-1.473709,-4.8102,-0.5817288,PSCA,prostate stem cell antigen
205855_at,0.5579,0.151743,-1.473557,-4.81039,-0.25774,ZNF197,zinc finger protein 197
207209_at,0.5579,0.1517517,-1.473525,-4.81044,-0.2988113,CETN1,centrin 1
205845_at,0.5581,0.1518401,1.473194,-4.81086,0.5505417,CACNA1H,calcium voltage-gated channel subunit alpha1 H
205988_at,0.5581,0.15185,-1.473158,-4.8109,-0.3019721,CD84,CD84 molecule
205211_s_at,0.5582,0.1519192,-1.472899,-4.81123,-0.3610258,RIN1,Ras and Rab interactor 1
218264_at,0.5582,0.1519254,1.472876,-4.81126,0.3254004,BCCIP,BRCA2 and CDKN1A interacting protein
202699_s_at,0.5583,0.1519846,-1.472656,-4.81155,-0.3832871,TMEM63A,transmembrane protein 63A
215729_s_at,0.5584,0.1520298,-1.472487,-4.81176,-0.3162392,VGLL1,vestigial like family member 1
217351_at,0.5584,0.1520719,-1.47233,-4.81196,-0.2634079,,
219244_s_at,0.5584,0.1521185,1.472156,-4.81218,0.3199592,MRPL46,mitochondrial ribosomal protein L46
207753_at,0.5584,0.152124,1.472135,-4.81221,0.2344292,ZNF304,zinc finger protein 304
217413_s_at,0.5585,0.1522203,-1.471777,-4.81267,-0.3353254,TNXB,tenascin XB
209334_s_at,0.5585,0.1522224,1.471769,-4.81268,0.3632929,PSMD9,"proteasome 26S subunit, non-ATPase 9"
205087_at,0.5585,0.1522239,1.471763,-4.81268,0.2421513,RWDD3,RWD domain containing 3
218697_at,0.5585,0.1522433,1.471691,-4.81278,0.4563729,NCKIPSD,NCK interacting protein with SH3 domain
207446_at,0.5585,0.1522831,-1.471543,-4.81297,-0.3203542,TLR6,toll like receptor 6
200736_s_at,0.5585,0.1523079,-1.47145,-4.81308,-0.54396,GPX1,glutathione peroxidase 1
210455_at,0.5585,0.1523181,-1.471413,-4.81313,-0.1930717,R3HCC1L,R3H domain and coiled-coil containing 1 like
206692_at,0.5588,0.1524563,-1.470898,-4.81379,-0.2584267,KCNJ10,potassium voltage-gated channel subfamily J member 10
215495_s_at,0.5588,0.1524721,-1.470839,-4.81386,-0.3737071,SAMD4A,sterile alpha motif domain containing 4A
215997_s_at,0.5588,0.1524798,-1.470811,-4.8139,-0.2583758,CUL4B,cullin 4B
214870_x_at,0.559,0.1525479,1.470557,-4.81422,0.4460592,LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,"nuclear pore complex-interacting protein family member A7-like///polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1"
209928_s_at,0.559,0.1525657,-1.470491,-4.81431,-0.2931358,MSC,musculin
211599_x_at,0.5596,0.1527597,-1.46977,-4.81523,-0.5784079,MET,"MET proto-oncogene, receptor tyrosine kinase"
203559_s_at,0.5598,0.1528488,-1.469439,-4.81565,-1.5951788,AOC1,"amine oxidase, copper containing 1"
206156_at,0.5598,0.1528659,-1.469376,-4.81573,-0.3604967,GJB5,gap junction protein beta 5
218709_s_at,0.5598,0.1529024,1.46924,-4.8159,0.3650025,IFT52,intraflagellar transport 52
201507_at,0.5603,0.1530542,1.468677,-4.81662,0.2915012,PFDN1,prefoldin subunit 1
203172_at,0.5603,0.153071,-1.468615,-4.8167,-0.2756025,FXR2,FMR1 autosomal homolog 2
211286_x_at,0.5604,0.153161,-1.468281,-4.81713,-0.2898575,CSF2RA,colony stimulating factor 2 receptor alpha subunit
222055_at,0.5604,0.1531614,-1.468279,-4.81713,-0.2193946,FAHD2CP///FAHD2B///FAHD2A,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene///fumarylacetoacetate hydrolase domain containing 2B///fumarylacetoacetate hydrolase domain containing 2A"
220817_at,0.5604,0.1531741,1.468232,-4.81719,0.3215583,TRPC4,transient receptor potential cation channel subfamily C member 4
217318_x_at,0.5605,0.1532474,-1.467961,-4.81753,-0.27429,KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
213267_at,0.5605,0.153261,1.46791,-4.8176,0.2174071,DOPEY1,dopey family member 1
205912_at,0.5605,0.153279,-1.467844,-4.81768,-0.2048567,PNLIP,pancreatic lipase
218410_s_at,0.5606,0.1533417,-1.467611,-4.81798,-0.2544171,PGP,phosphoglycolate phosphatase
200941_at,0.5606,0.153378,1.467477,-4.81815,0.4503438,HSBP1,heat shock factor binding protein 1
207467_x_at,0.5606,0.1534193,-1.467324,-4.81834,-0.6981658,CAST,calpastatin
209962_at,0.5606,0.1534436,-1.467234,-4.81846,-0.4712042,EPOR,erythropoietin receptor
207488_at,0.5606,0.1534465,-1.467223,-4.81847,-0.3447133,,
203950_s_at,0.5606,0.153477,1.467111,-4.81862,0.3680121,CLCN6,chloride voltage-gated channel 6
213054_at,0.5606,0.1534795,1.467101,-4.81863,0.2463379,HAUS5,HAUS augmin like complex subunit 5
216685_s_at,0.5607,0.1535527,-1.46683,-4.81897,-0.3356075,MTAP,methylthioadenosine phosphorylase
218970_s_at,0.5607,0.1535924,1.466684,-4.81916,0.2594967,CUTC,cutC copper transporter
205252_at,0.5607,0.1536196,1.466583,-4.81929,0.2463117,ZNF174,zinc finger protein 174
204821_at,0.5607,0.153629,1.466548,-4.81933,0.3196521,BTN3A3,butyrophilin subfamily 3 member A3
212373_at,0.5607,0.1536353,1.466525,-4.81936,0.3128625,FEM1B,fem-1 homolog B
210240_s_at,0.5607,0.1536659,-1.466412,-4.81951,-0.3432658,CDKN2D,cyclin dependent kinase inhibitor 2D
215483_at,0.5607,0.1536833,1.466347,-4.81959,0.4404883,AKAP9,A-kinase anchoring protein 9
207087_x_at,0.5608,0.1537423,-1.466129,-4.81987,-0.3818017,ANK1,ankyrin 1
220551_at,0.5608,0.1537702,1.466026,-4.82,0.2339488,SLC17A6,solute carrier family 17 member 6
204305_at,0.5608,0.1537975,-1.465925,-4.82012,-0.3706954,MIPEP,mitochondrial intermediate peptidase
216844_at,0.561,0.1538719,-1.465651,-4.82047,-0.2336008,ZC3H7B,zinc finger CCCH-type containing 7B
216334_s_at,0.561,0.1539029,-1.465536,-4.82062,-0.3032675,CYP2A7P1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1
214559_at,0.561,0.1539568,-1.465337,-4.82087,-0.1480404,DRD3,dopamine receptor D3
204591_at,0.561,0.1539791,1.465255,-4.82098,0.2533067,CHL1,cell adhesion molecule L1 like
209431_s_at,0.561,0.1540095,1.465142,-4.82112,0.4986517,PATZ1,POZ/BTB and AT hook containing zinc finger 1
203708_at,0.561,0.1540127,1.465131,-4.82114,0.4381142,PDE4B,phosphodiesterase 4B
206223_at,0.561,0.1540523,-1.464985,-4.82132,-0.2372246,LMTK2,lemur tyrosine kinase 2
205804_s_at,0.561,0.1540564,1.464969,-4.82134,0.2417946,TRAF3IP3,TRAF3 interacting protein 3
208020_s_at,0.5611,0.1541226,-1.464725,-4.82165,-0.3043208,CACNA1C,calcium voltage-gated channel subunit alpha1 C
215080_s_at,0.5611,0.1541339,-1.464683,-4.8217,-0.2454217,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
201839_s_at,0.5612,0.1542562,-1.464233,-4.82228,-1.2465433,EPCAM,epithelial cell adhesion molecule
220344_at,0.5612,0.154263,-1.464207,-4.82231,-0.4379792,C11orf16,chromosome 11 open reading frame 16
221052_at,0.5612,0.1542722,-1.464173,-4.82235,-0.2092417,TDRKH,tudor and KH domain containing
202319_at,0.5612,0.1542777,1.464153,-4.82238,0.2355225,SENP6,SUMO1/sentrin specific peptidase 6
217866_at,0.5612,0.1542872,1.464118,-4.82242,0.4827508,CPSF7,cleavage and polyadenylation specific factor 7
212562_s_at,0.5613,0.1543386,-1.463929,-4.82266,-0.3363467,CTSZ,cathepsin Z
214179_s_at,0.5615,0.1544333,1.46358,-4.82311,0.4193863,NFE2L1,"nuclear factor, erythroid 2 like 1"
214696_at,0.5615,0.1544457,1.463534,-4.82316,0.5974558,MIR22///MIR22HG,microRNA 22///MIR22 host gene
216686_at,0.5616,0.1545046,1.463317,-4.82344,0.1827287,ANKRD36BP2,ankyrin repeat domain 36B pseudogene 2
216853_x_at,0.5616,0.1545451,-1.463169,-4.82363,-0.5860171,IGLJ3,immunoglobulin lambda joining 3
221113_s_at,0.5616,0.1545541,1.463135,-4.82367,0.1873746,WNT16,Wnt family member 16
219679_s_at,0.5617,0.154596,-1.462981,-4.82387,-0.8390229,WAC,WW domain containing adaptor with coiled-coil
208832_at,0.5617,0.1546233,1.462881,-4.82399,0.3530183,ATXN10,ataxin 10
220627_at,0.5617,0.1546848,-1.462654,-4.82428,-0.3127421,CST8,cystatin 8
220428_at,0.5617,0.1546992,-1.462601,-4.82435,-0.3089538,CD207,CD207 molecule
214243_s_at,0.5617,0.1547065,1.462575,-4.82438,0.4431487,SERHL2///SERHL,serine hydrolase-like 2///serine hydrolase-like (pseudogene)
210910_s_at,0.5617,0.1547209,1.462522,-4.82445,0.481415,POMZP3,POM121 and ZP3 fusion
203527_s_at,0.5618,0.1548058,1.462209,-4.82485,0.2661729,APC,"APC, WNT signaling pathway regulator"
202172_at,0.5618,0.1548236,1.462144,-4.82493,0.5077554,VEZF1,vascular endothelial zinc finger 1
217648_at,0.5618,0.1548564,1.462024,-4.82508,0.2904383,,
216912_at,0.5618,0.1549009,-1.46186,-4.82529,-0.2860417,ARHGEF4,Rho guanine nucleotide exchange factor 4
37547_at,0.5618,0.1549461,1.461694,-4.8255,0.2759104,BBS9,Bardet-Biedl syndrome 9
217462_at,0.5618,0.1549506,-1.461677,-4.82552,-0.2665008,MYRF,myelin regulatory factor
222266_at,0.5618,0.1549855,1.461549,-4.82568,0.5482333,,
220072_at,0.5618,0.154989,-1.461536,-4.8257,-0.5668571,CSPP1,centrosome and spindle pole associated protein 1
207482_at,0.5618,0.1549983,-1.461502,-4.82574,-0.3349,TP53TG5,TP53 target 5
202745_at,0.5618,0.155012,1.461452,-4.82581,0.341535,USP8,ubiquitin specific peptidase 8
215720_s_at,0.5618,0.1550236,-1.46141,-4.82586,-0.3286292,NFYA,nuclear transcription factor Y subunit alpha
219035_s_at,0.5619,0.1550682,1.461246,-4.82607,0.3745317,RNF34,ring finger protein 34
212469_at,0.562,0.1551269,1.46103,-4.82634,0.3194908,NIPBL,"NIPBL, cohesin loading factor"
216099_at,0.5622,0.1552396,-1.460617,-4.82687,-0.2903646,HTR7P1,5-hydroxytryptamine receptor 7 pseudogene 1
214637_at,0.5622,0.15524,-1.460615,-4.82687,-0.2191525,OSM,oncostatin M
219702_at,0.5623,0.1553271,-1.460296,-4.82727,-0.2986988,PLAC1,placenta specific 1
203797_at,0.5623,0.155337,-1.46026,-4.82732,-0.3950904,VSNL1,visinin like 1
221894_at,0.5623,0.1554061,-1.460007,-4.82764,-0.2178008,ADCK2,aarF domain containing kinase 2
208412_s_at,0.5623,0.1554126,-1.459983,-4.82767,-0.2722454,RARB,retinoic acid receptor beta
221619_s_at,0.5623,0.1554153,1.459973,-4.82768,0.3908221,MTCH1,mitochondrial carrier 1
207008_at,0.5623,0.1554285,-1.459925,-4.82775,-0.1997762,CXCR2,C-X-C motif chemokine receptor 2
205809_s_at,0.5624,0.1554997,-1.459664,-4.82808,-0.4355592,WASL,Wiskott-Aldrich syndrome like
216015_s_at,0.5624,0.1555311,-1.459549,-4.82822,-0.2153917,NLRP3,NLR family pyrin domain containing 3
219527_at,0.5624,0.1555819,-1.459363,-4.82846,-0.3182662,Mar-02,mitochondrial amidoxime reducing component 2
214798_at,0.5624,0.1555862,-1.459347,-4.82848,-0.4645088,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
218521_s_at,0.5624,0.1555896,-1.459335,-4.82849,-0.206445,UBE2W,ubiquitin conjugating enzyme E2 W (putative)
202887_s_at,0.5624,0.1556293,-1.459189,-4.82868,-1.1891312,DDIT4,DNA damage inducible transcript 4
214597_at,0.5624,0.1556591,-1.45908,-4.82882,-0.5263996,SSTR2,somatostatin receptor 2
218006_s_at,0.5624,0.1557005,-1.458929,-4.82901,-0.3608421,ZNF22,zinc finger protein 22
209385_s_at,0.5624,0.1557024,1.458922,-4.82902,0.3581625,PROSC,proline synthetase cotranscribed homolog (bacterial)
209021_x_at,0.5624,0.1557215,-1.458852,-4.8291,-0.2524104,ATG13,autophagy related 13
204580_at,0.5624,0.1557328,-1.458811,-4.82916,-0.9595396,MMP12,matrix metallopeptidase 12
212538_at,0.5624,0.1557576,1.45872,-4.82927,0.2664858,DOCK9,dedicator of cytokinesis 9
220856_x_at,0.5625,0.155797,-1.458576,-4.82945,-0.2630725,,
213237_at,0.5625,0.155833,1.458444,-4.82962,0.3707113,KNOP1,lysine rich nucleolar protein 1
214940_s_at,0.5625,0.1558522,1.458374,-4.82971,0.4269362,SMG6,"SMG6, nonsense mediated mRNA decay factor"
221930_at,0.5625,0.1559306,-1.458087,-4.83007,-0.2377558,PHF7,PHD finger protein 7
201615_x_at,0.5625,0.1559464,-1.45803,-4.83015,-0.7584604,CALD1,caldesmon 1
208292_at,0.5625,0.1559634,-1.457968,-4.83022,-0.3240071,BMP10,bone morphogenetic protein 10
220527_at,0.5625,0.1559904,-1.457869,-4.83035,-0.1794421,MRPL20,mitochondrial ribosomal protein L20
205714_s_at,0.5625,0.1560038,-1.45782,-4.83041,-0.7281363,ZMYND10,zinc finger MYND-type containing 10
215945_s_at,0.5625,0.1560309,-1.457721,-4.83054,-0.7019817,TRIM2,tripartite motif containing 2
211726_s_at,0.5625,0.1560328,-1.457714,-4.83055,-0.8153717,FMO2,flavin containing monooxygenase 2
218063_s_at,0.5626,0.1561067,-1.457444,-4.83089,-0.4830317,CDC42EP4,CDC42 effector protein 4
203778_at,0.5626,0.156156,1.457264,-4.83112,0.2679558,MANBA,mannosidase beta
208318_s_at,0.5626,0.1561564,-1.457263,-4.83112,-0.2179679,XYLB,xylulokinase
206317_s_at,0.5626,0.1561656,-1.457229,-4.83116,-0.2203392,ABCB8,ATP binding cassette subfamily B member 8
216960_s_at,0.5627,0.1562213,1.457026,-4.83142,0.5197354,ZNF133,zinc finger protein 133
203323_at,0.5628,0.1562557,1.4569,-4.83158,0.7549037,CAV2,caveolin 2
207663_x_at,0.5628,0.1562782,-1.456818,-4.83168,-0.2714229,GAGE3,G antigen 3
206401_s_at,0.5631,0.1564767,-1.456095,-4.8326,-0.3685825,MAPT,microtubule associated protein tau
205176_s_at,0.5631,0.1564768,1.456094,-4.8326,0.5742417,ITGB3BP,integrin subunit beta 3 binding protein
219016_at,0.5631,0.1564823,1.456074,-4.83262,0.3053704,FASTKD5,FAST kinase domains 5
204585_s_at,0.5631,0.1564857,-1.456062,-4.83264,-0.3900696,L1CAM,L1 cell adhesion molecule
210312_s_at,0.5631,0.1565246,1.45592,-4.83282,0.4114767,IFT20,intraflagellar transport 20
205484_at,0.5631,0.1565579,-1.455799,-4.83297,-0.3366496,SIT1,signaling threshold regulating transmembrane adaptor 1
215180_at,0.5631,0.1565595,-1.455793,-4.83298,-0.2250458,,
206443_at,0.5633,0.1566239,1.455558,-4.83327,0.2823175,RORB,RAR related orphan receptor B
202190_at,0.5635,0.1567126,1.455235,-4.83368,0.3006654,CSTF1,cleavage stimulation factor subunit 1
205768_s_at,0.5639,0.1568474,-1.454745,-4.8343,-0.2526683,SLC27A2,solute carrier family 27 member 2
202474_s_at,0.564,0.1569193,1.454484,-4.83463,0.2328996,HCFC1,host cell factor C1
200617_at,0.564,0.1569316,1.454439,-4.83469,0.4634896,MLEC,malectin
217111_at,0.5641,0.1569693,-1.454302,-4.83486,-0.2620304,AMACR,alpha-methylacyl-CoA racemase
206603_at,0.5641,0.1570591,-1.453975,-4.83527,-0.2880292,SLC2A4,solute carrier family 2 member 4
202530_at,0.5641,0.157079,1.453903,-4.83537,0.5035742,MAPK14,mitogen-activated protein kinase 14
207862_at,0.5641,0.1570975,-1.453836,-4.83545,-0.2859079,UPK2,uroplakin 2
211005_at,0.5641,0.1571409,1.453678,-4.83565,0.4655471,LAT,linker for activation of T-cells
214732_at,0.5641,0.1571411,-1.453678,-4.83565,-0.3447871,SP1,Sp1 transcription factor
208765_s_at,0.5641,0.1571421,-1.453674,-4.83566,-0.636075,HNRNPR,heterogeneous nuclear ribonucleoprotein R
214975_s_at,0.5641,0.1571453,-1.453662,-4.83567,-0.422085,MTMR1,myotubularin related protein 1
217577_at,0.5641,0.1571794,-1.453539,-4.83583,-0.1777142,,
216986_s_at,0.5641,0.1572142,-1.453412,-4.83599,-0.2559529,IRF4,interferon regulatory factor 4
215322_at,0.5645,0.1573815,1.452805,-4.83675,0.4401929,LONRF1,LON peptidase N-terminal domain and ring finger 1
213432_at,0.5645,0.1574435,-1.45258,-4.83704,-1.4355563,MUC5B,"mucin 5B, oligomeric mucus/gel-forming"
206856_at,0.5645,0.1574688,-1.452488,-4.83715,-0.2593092,LILRB5,leukocyte immunoglobulin like receptor B5
219380_x_at,0.5645,0.1574744,-1.452468,-4.83718,-0.2833796,POLH,DNA polymerase eta
38157_at,0.5645,0.1575139,1.452325,-4.83736,0.2052654,DXO,decapping exoribonuclease
208047_s_at,0.5645,0.1575437,-1.452217,-4.83749,-0.1757021,NAB1,NGFI-A binding protein 1
217006_x_at,0.5645,0.1575512,-1.45219,-4.83753,-0.3752788,FASN,fatty acid synthase
209848_s_at,0.5645,0.1575597,-1.452159,-4.83757,-0.2797058,PMEL,premelanosome protein
211657_at,0.5645,0.1575816,-1.45208,-4.83767,-0.8750858,CEACAM6,carcinoembryonic antigen related cell adhesion molecule 6
218469_at,0.5645,0.1575962,1.452027,-4.83774,0.51889,GREM1,"gremlin 1, DAN family BMP antagonist"
209404_s_at,0.5645,0.1576155,-1.451957,-4.83782,-0.4940492,TMED7-TICAM2///TMED7,TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7
214019_at,0.5645,0.1576398,-1.451869,-4.83793,-0.2833313,,
205398_s_at,0.5645,0.1576458,1.451847,-4.83796,0.5402425,SMAD3,SMAD family member 3
213721_at,0.5645,0.1576869,-1.451698,-4.83815,-0.313715,SOX2,SRY-box 2
213711_at,0.5645,0.1577191,-1.451582,-4.8383,-0.3708821,KRT81,keratin 81
216505_x_at,0.5645,0.1577343,-1.451526,-4.83837,-0.3687733,,
210234_at,0.5646,0.1577672,-1.451408,-4.83852,-0.3518483,GRM4,glutamate metabotropic receptor 4
216508_x_at,0.5646,0.1578111,-1.451248,-4.83872,-0.3151346,,
221776_s_at,0.5648,0.1579171,1.450865,-4.8392,0.5354113,BRD7,bromodomain containing 7
206526_at,0.5648,0.1579317,-1.450812,-4.83927,-0.4206358,RIBC2,RIB43A domain with coiled-coils 2
215912_at,0.5648,0.1579322,-1.45081,-4.83927,-0.3201,GNAO1,G protein subunit alpha o1
206009_at,0.5652,0.1581994,-1.449845,-4.84049,-0.3433408,ITGA9,integrin subunit alpha 9
216059_at,0.5652,0.1582432,-1.449686,-4.84069,-0.32703,PAX3,paired box 3
37254_at,0.5652,0.1582493,1.449664,-4.84071,0.5116154,ZNF133,zinc finger protein 133
203155_at,0.5652,0.1582503,1.44966,-4.84072,0.3202071,SETDB1,SET domain bifurcated 1
207574_s_at,0.5652,0.1582513,1.449657,-4.84072,0.5650258,GADD45B,growth arrest and DNA damage inducible beta
210944_s_at,0.5652,0.1582694,1.449592,-4.84081,0.5962608,CAPN3,calpain 3
207180_s_at,0.5652,0.15827,-1.449589,-4.84081,-0.4853446,HTATIP2,HIV-1 Tat interactive protein 2
200072_s_at,0.5652,0.1582853,1.449534,-4.84088,0.6170229,HNRNPM,heterogeneous nuclear ribonucleoprotein M
204322_at,0.5652,0.1582976,-1.44949,-4.84093,-0.3634462,GOLIM4,golgi integral membrane protein 4
204434_at,0.5652,0.1583249,1.449391,-4.84106,0.2886362,SPATA2,spermatogenesis associated 2
220734_s_at,0.5652,0.1583251,-1.44939,-4.84106,-0.4228429,CPTP,ceramide-1-phosphate transfer protein
210767_at,0.5654,0.1584183,-1.449054,-4.84148,-0.2018971,NF2,neurofibromin 2
46665_at,0.5656,0.1584915,1.44879,-4.84182,0.3751162,SEMA4C,semaphorin 4C
206446_s_at,0.5656,0.1585069,-1.448735,-4.84189,-0.1982917,CELA2A///CELA2B,chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
216008_s_at,0.5656,0.158553,-1.448568,-4.8421,-0.2961492,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
217530_at,0.5658,0.1586142,-1.448348,-4.84237,-0.3087004,SLC34A1,solute carrier family 34 member 1
212430_at,0.5658,0.1586626,-1.448173,-4.84259,-0.4830488,RBM38,RNA binding motif protein 38
205734_s_at,0.5658,0.1586649,-1.448165,-4.8426,-0.3193817,AFF3,AF4/FMR2 family member 3
215393_s_at,0.5658,0.1587314,-1.447925,-4.8429,-0.2576583,COBLL1,cordon-bleu WH2 repeat protein like 1
218932_at,0.5658,0.1587497,1.447859,-4.84299,0.4187404,ZNHIT6,zinc finger HIT-type containing 6
216455_at,0.5658,0.1587527,-1.447848,-4.843,-0.3210954,LOC101927181,uncharacterized LOC101927181
209265_s_at,0.5661,0.1588904,1.447353,-4.84363,0.5687696,METTL3,methyltransferase like 3
202765_s_at,0.5661,0.1589006,1.447316,-4.84367,0.9737437,FBN1,fibrillin 1
214863_at,0.5661,0.1589139,-1.447268,-4.84373,-0.2776208,,
210152_at,0.5661,0.1589226,-1.447237,-4.84377,-0.24193,LILRB4,leukocyte immunoglobulin like receptor B4
222054_at,0.5663,0.1590478,1.446786,-4.84434,0.3941758,PPIEL,peptidylprolyl isomerase E like pseudogene
206307_s_at,0.5663,0.1590829,1.44666,-4.8445,0.3204046,FOXD1,forkhead box D1
204895_x_at,0.5663,0.1590924,-1.446626,-4.84454,-0.8767067,MUC4,"mucin 4, cell surface associated"
218219_s_at,0.5663,0.1591156,1.446542,-4.84465,0.5802071,LANCL2,LanC like 2
206623_at,0.5663,0.1591388,-1.446459,-4.84475,-0.3245233,PDE6A,phosphodiesterase 6A
202023_at,0.5663,0.1591412,-1.44645,-4.84476,-0.6981704,EFNA1,ephrin A1
207105_s_at,0.5666,0.1592441,-1.446081,-4.84523,-0.3710846,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2
216517_at,0.5668,0.1593275,-1.445781,-4.8456,-0.3464117,IGKC,immunoglobulin kappa constant
200810_s_at,0.5669,0.1593811,1.445588,-4.84584,0.5751213,CIRBP,cold inducible RNA binding protein
214675_at,0.567,0.1594404,-1.445376,-4.84611,-0.2169675,NUP188,nucleoporin 188
210904_s_at,0.5672,0.1595134,-1.445114,-4.84644,-0.5027246,IL13RA1,interleukin 13 receptor subunit alpha 1
213100_at,0.5672,0.1595515,1.444977,-4.84661,0.2871425,UNC5B,unc-5 netrin receptor B
213904_at,0.5672,0.1596233,1.444719,-4.84694,0.2851533,FRRS1L,ferric chelate reductase 1 like
218769_s_at,0.5672,0.1596423,1.444651,-4.84702,0.4802783,ANKRA2,ankyrin repeat family A member 2
201041_s_at,0.5672,0.1596505,1.444622,-4.84706,1.2648367,DUSP1,dual specificity phosphatase 1
220764_at,0.5672,0.1596571,-1.444598,-4.84709,-0.2192029,PPP4R2,protein phosphatase 4 regulatory subunit 2
208959_s_at,0.5672,0.1596795,1.444518,-4.84719,0.44344,ERP44,endoplasmic reticulum protein 44
204622_x_at,0.5673,0.1597582,1.444236,-4.84755,0.5104754,NR4A2,nuclear receptor subfamily 4 group A member 2
213528_at,0.5673,0.1597841,1.444143,-4.84766,0.25075,METTL18,methyltransferase like 18
217818_s_at,0.5673,0.1597889,-1.444126,-4.84768,-0.3479758,ARPC4,actin related protein 2/3 complex subunit 4
202553_s_at,0.5673,0.1598036,1.444073,-4.84775,0.3531558,SYF2,SYF2 pre-mRNA splicing factor
218717_s_at,0.5674,0.1598654,1.443852,-4.84803,0.7483862,P3H2,prolyl 3-hydroxylase 2
206752_s_at,0.5675,0.1599272,1.44363,-4.84831,0.4668067,DFFB,DNA fragmentation factor subunit beta
206034_at,0.5675,0.1599413,-1.44358,-4.84837,-0.391055,SERPINB8,serpin family B member 8
209822_s_at,0.568,0.1601262,1.442918,-4.8492,0.6408196,VLDLR,very low density lipoprotein receptor
201628_s_at,0.568,0.1601352,1.442885,-4.84924,0.766865,RRAGA,Ras related GTP binding A
207362_at,0.5681,0.1601962,1.442667,-4.84951,0.2696425,SLC30A4,solute carrier family 30 member 4
208941_s_at,0.5681,0.160208,-1.442625,-4.84957,-0.463145,SEPHS1,selenophosphate synthetase 1
221668_s_at,0.5682,0.1602567,-1.442451,-4.84979,-0.3326429,DNAI2,dynein axonemal intermediate chain 2
205373_at,0.5682,0.1602856,1.442348,-4.84992,0.6915888,CTNNA2,catenin alpha 2
208138_at,0.5683,0.1603368,-1.442165,-4.85015,-0.3336929,GAST,gastrin
215221_at,0.5684,0.1604396,1.441797,-4.85061,0.4129983,,
222213_x_at,0.5684,0.1604416,1.44179,-4.85061,0.2868825,,
210741_at,0.5684,0.1604535,1.441748,-4.85067,0.179455,ARHGEF12,Rho guanine nucleotide exchange factor 12
203564_at,0.5687,0.160549,1.441407,-4.8511,0.509635,FANCG,Fanconi anemia complementation group G
203262_s_at,0.5689,0.1606446,1.441066,-4.85152,0.4124721,FAM50A,family with sequence similarity 50 member A
210893_at,0.569,0.1607059,1.440847,-4.8518,0.2617358,,
204437_s_at,0.569,0.160721,-1.440793,-4.85187,-1.1243196,FOLR1,folate receptor 1
211086_x_at,0.569,0.1607412,-1.440721,-4.85196,-0.2175396,NEK1,NIMA related kinase 1
203578_s_at,0.569,0.1607989,-1.440515,-4.85221,-0.2261096,SLC7A6,solute carrier family 7 member 6
213418_at,0.569,0.1608028,-1.440501,-4.85223,-0.4865033,HSPA6,heat shock protein family A (Hsp70) member 6
206853_s_at,0.5691,0.1609452,1.439994,-4.85287,0.34205,MAP3K7,mitogen-activated protein kinase kinase kinase 7
219240_s_at,0.5691,0.1609703,1.439904,-4.85298,0.2893592,C10orf88,chromosome 10 open reading frame 88
208325_s_at,0.5691,0.161,-1.439798,-4.85311,-0.5407217,AKAP13,A-kinase anchoring protein 13
201688_s_at,0.5691,0.1610073,-1.439773,-4.85314,-1.0007388,TPD52,tumor protein D52
220675_s_at,0.5691,0.1610125,-1.439754,-4.85317,-0.4434979,PNPLA3,patatin like phospholipase domain containing 3
216413_at,0.5691,0.1610363,-1.439669,-4.85327,-0.1881904,,
205519_at,0.5691,0.1610633,-1.439573,-4.85339,-0.3091225,WDR76,WD repeat domain 76
222038_s_at,0.5691,0.1610821,1.439506,-4.85348,0.2519463,UTP18,"UTP18, small subunit processome component"
